email,company,country,city,website,contract_value,sector,suppliers
marc.lacombe@lorca.fr,PRODIVERT,FRA,LEMUD,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
marek.kurek@agroefekt.pl,"P.H.P. Agro-Efekt Sp. zoo ,Słupia 53,
",POL,Perzów,www.agroefekt.pl,528958,shrimp,"Ecuador (Santa Priscila, Omarsa)"
marek@profoods.ee,ProFoods OÜ,EST, Tallinn,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
margus@peninuki.ee,Peninuki Distillery OÜ,EST, Tartu linn,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
maria.akesson@tonnersjo.se,Tönnersjö Plantskola Aktiebolag,SWE,ELDSBERGA,,45000000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
maria@blommanfordagen.se,B F D i Kalmar AB,SWE,KALMAR,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
maria.nielsen@hallbergs-plantskola.se,Hallbergs Plantskola AB,SWE,NOSSEBRO,,45000000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
marianne@blomsterstua.as,Blomsterstua Jessheim AS,NOR,2050,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
maria@sodersblommor.se,Kungsgatans Blommor AB,SE,VAXJO,,4000000.0,shrimp,"Ecuador (Santa Priscila, Omarsa)"
marielouise@nordicgreendesign.com,NGD Nordic Green Design AB,SWE,SUNDBYBERG,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
marketing@cleanperfectplus.pl,Clean Perfect Plus Sp. z o. o.,POL,Warszawa,,5078572.32,shrimp,"Ecuador (Santa Priscila, Omarsa)"
marlene.dudilet@cobalys.fr,COBALYS SAS ,FRA,LIMOURS ,,1080000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
marzena.zegzula@unima.zgora.pl,"UNIMA-POL BIERNACKI, DOMINIKOWSKI SP. K.",POL,Zielona Góra,,584480,shrimp,"Ecuador (Santa Priscila, Omarsa)"
mathias.norells@gmail.com,T.norellsträdgårdsservice AB,SWE,Västerås,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
mb@blumenboerse-schweiz.ch,Blumenbörse Schweiz Genossenschaft,CHE,Wangen b. Dübendorf,,3721608.70,shrimp,"Ecuador (Santa Priscila, Omarsa)"
m.domanski@zlotylan.kielce.pl,Zoty an Jolanta Gwiazda Marek Domanski Spoka Cywilna,PL,Kielce,,1549930.82,shrimp,"Ecuador (Santa Priscila, Omarsa)"
medipol.katowice@wp.pl,MEDIPOL Sp. z o. o.,POL,Katowice,,5078572.32,shrimp,"Ecuador (Santa Priscila, Omarsa)"
merle@kolotsitalu.ee,Kolotsi Talu OÜ,EST, Võru vald,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
mia.hagberg-myllyneva@mia-maria.fi,Kukkakauppa Mia-Maria Oy,FIN,Oulu,,320000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
mikael@hallandsblomsterodling.se,Hallands Blomsterodling Aktiebolag,SE,Falkenberg,,4000000.0,shrimp,"Ecuador (Santa Priscila, Omarsa)"
miriam.dovren@eriksbo-plantskola.se,Nya Eriksbo Plantskola AB,SWE,Köping,,15000000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
mirna.javor@mbm.hr,Grandiflora d.o.o.,HR,Lucko,,2576388.0,shrimp,"Ecuador (Santa Priscila, Omarsa)"
mkress@grainesvoltz.com,GRAINES VOLTZ,FRA,COLMAR,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
monica.neve@mestergronn.no,Mester Grønn AS,NOR,Lierskogen,,8000000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
monica@stangby.nu,Stångby Plantskola AB,SWE,Lund,,45000000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
morten@kranekjokken.no,KRANES KJØKKEN AS,NOR,Breivikbotn,,8700000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
motoculture@pyrenees-agricoles.com,PYRENEES AGRICOLES,FRA,Le Soler,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
mp-ev@lhermitte.fr,LHERMITTE,FRA,Lens cedex,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
mp@fleuronsdelomagne.com,FLEURONS DE LOMAGNE (Total des points  obtenus pour cette offre 78.80/100),FRA,Lectoure,,79800,shrimp,"Ecuador (Santa Priscila, Omarsa)"
mp@graines.voltz.com,GRAINES VOLTZ,FRA,COLMAR,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
mp@grainesvoltz.com,GRAINES VOTZ SA,FRA,COLMAR,,744000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
mp.pilliard@cic-nau.fr,COMPAGNIE INDUSTRIELLE ET COMMERCIALE,FRA,Beychac-Et-Caillau,,143610.38,shrimp,"Ecuador (Santa Priscila, Omarsa)"
mthellien@plantservices.fr,PLANT-SERVICES,FRA,Carlepont,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
multifloratulcea@gmail.com,MULTI FLORA,RO,Tulcea,,1916650.0,shrimp,"Ecuador (Santa Priscila, Omarsa)"
myynti@harviala.fi,Harviala Oy,FIN,Harviala,,420000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
myynti@heimosenpuutarha.fi,Heimosen Puutarha Oy,FIN,Vartiala,,250000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
myynti@puutarhatahvoset.fi,Puutarha Tahvoset Oy,FIN,Pohjankuru,,420000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
nancy.van.neyghem@mowi.com,MOWI NV,BEL,Halle,,413223.14,shrimp,"Ecuador (Santa Priscila, Omarsa)"
nasvaforell@gmail.com,Nasva Forell OÜ,EST, Saaremaa vald,,532199.45,shrimp,"Ecuador (Santa Priscila, Omarsa)"
nathalie.gruel@lgdf.fr,LES GAZONS DE FRANCE,FRA,Ruaudin,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
n.chesnay@echovertidf.fr,ECHO-VERT IDF,FRA,PUISEUX-PONTOISE ,,1080000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
nick@derekmalta.com,Derek Garden Centre,MT,Qormi,https://www.etenders.gov.mt/epps,131100.0,shrimp,"Ecuador (Santa Priscila, Omarsa)"
nick@makalosablommor.se,Makalösa Blommor Int AB,SWE,Stockholm,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
niklas@essungaplantskola.se,Essunga Plantskola AB,SWE,Nossebro,,45000000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
nina.karki@ambius.com,Ambius AB,SWE,Spånga,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
njiva@njiva.si,"NJIVA trgovinsko skladiščne storitve, organiziranje transporta, izvoz - uvoz, d.o.o.",SVN,Žalec,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
nordgard.melander@gmail.com,NORDGÅRD-MELANDER GÅRDSDRIFT,NOR,Tromsdalen,,2500000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
norrgatansblommor1@gmail.com,Aktiebolag Camilla Ramstedt,SE,ASKLOSTER,,2450000.0,shrimp,"Ecuador (Santa Priscila, Omarsa)"
nove_1991@abv.bg,НОВЕ ХОЛД ЕООД,BGR,гр. Свищов,,29534.00,shrimp,"Ecuador (Santa Priscila, Omarsa)"
npk.distribution@orange.fr,NPK Distribution,FRA,Saint Ferreol d'Auroure,,580000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
nungesser.semences@wanadoo.fr,NUNGESSER SEMENCES,FRA,Erstein,,2420000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
o.delpuppo@bouchard-enviromat.com,BOUCHARD ENVIROMAT,FRA,Saint Brice,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
ofertare.garden@gmail.com,GARDEN CENTER GRUP S.R.L.,ROU,Magurele,https://gardencentergrup.ro,236434,shrimp,"Ecuador (Santa Priscila, Omarsa)"
office@b2bnetwork.pl,B2B.net Spółka Akcyjna,POL,Warszawa,https://b2bnetwork.ai/pl/strona-glowna/,6382494.6,shrimp,"Ecuador (Santa Priscila, Omarsa)"
office@bsei.ro,S.C. Black Sea Euroinvestment S.R.L.,RO,Constanta,,48099.12,shrimp,"Ecuador (Santa Priscila, Omarsa)"
office@geocor.ro,GEOCOR TRADE IMP-EXP,RO,Constanta,www.geocor.ro,73100.0,shrimp,"Ecuador (Santa Priscila, Omarsa)"
office@k-grossboetzl.at,"Karl Grobotzl, Baumschulen",AT,Ort im Innkreis,,260255.1,shrimp,"Ecuador (Santa Priscila, Omarsa)"
office@kramerundkramer.at,"Bernhard Kramer, Baumschule",AT,Zofing,,97420.0,shrimp,"Ecuador (Santa Priscila, Omarsa)"
office@landisa.ro,Landisa Plant,RO,Arad,www.landisa.ro,0,shrimp,"Ecuador (Santa Priscila, Omarsa)"
office@olteniagarden.ro,SC OLTENIA GARDEN SRL,RO,Craiova,,16221000.0,shrimp,"Ecuador (Santa Priscila, Omarsa)"
olga.sirotin-blumenbett@web.de,Blumenbett by Olga Sirotin,DE,Berlin,,252136.0,shrimp,"Ecuador (Santa Priscila, Omarsa)"
oscander@blomsterkonstnaren.se,Blomsterkonstnaren Karin Oscander AB,SE,GOTEBORG,http://www.blomsterkonstnaren.se,4000000.0,shrimp,"Ecuador (Santa Priscila, Omarsa)"
oscar@hallandsasensvaxtbutik.se,Hallandsåsens Utemiljö AB,SWE,Laholm,,45000000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
palves.vigne@soufflet-group.com,SOUFFLET VIGNE,FRA,Limas,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
patrik.ajalin@ralfajalin.fi,Perheyhtiö R. Ajalin Oy,FIN,Karjaa,,480000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
pauline.wanke@naturalis.fr,NATURA'LIS,FRA,Longvic,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
p.colomb@ecosem.be,srl,FRA,Corroy-le-Grand,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
pennone.valerie@orange.fr,Association Groupement Professionnel des Artisans Fleuristes du Bassin Cannes Grasse Côte d’Azur,FRA,MAGAGNOSC,www.marches-securises.fr,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
pepinieres@allavoine.fr,PEPINIERES ALLAVOINE,FRA,BIEVRES,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
pepinieresboutin@orange.fr,SCEA Pépinières Boutin,FRA,Thouare Sur Loire,,580000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
pepinieres.brocard@wanadoo.fr,SAS pepinieres Patrick Brocard,FR,Hyeres,https://fr-fr.facebook.com/pepinierepatrickbrocard.brocard,528000.0,shrimp,"Ecuador (Santa Priscila, Omarsa)"
pepinieres.cardon@gmail.com,CARDON ENTREPRISE,FRA,Fouquereuil,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
pepinieres@lafitte.net,PEPINIERES LAFITTE,FRA,Mendionde,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
pepinieresvchombart@orange.fr,Pépinières CHOMBART,FRA,HOMBLEUX,,600000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
pepinier.levanoye@orange.fr,Pepiniere Marc Levanoye,FR,Cherbourg-en-Cotentin,,0,shrimp,"Ecuador (Santa Priscila, Omarsa)"
perenner@telia.com,Engströms Handelsträdgård Aktiebolag,SWE,KRISTINEHAMN,,10000000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
petra.andersson@ambius.com,Ambius AB,SWE,Spånga,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
petronak@petronak.pl,PETRONAK Stanisław i Mirosława Kaczmarek Spółka Jawna,POL,Nakło nad Notecią,https://www.petronak.pl,467820,shrimp,"Ecuador (Santa Priscila, Omarsa)"
p.goncalves@gardenarrosage.com,GARDEN ARROSAGE,FRA,St Barthelemy D'Anjou,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
piekarniawmraczek@gmail.com,Piekarnia W&M Raczek Sp. z o.o.,POL,Krzyszkowice,,2524417.47,shrimp,"Ecuador (Santa Priscila, Omarsa)"
pietersbrugge@marineharvest.com,Marine Harvest Pieters nv,BE,Brugge,,137561.45,shrimp,"Ecuador (Santa Priscila, Omarsa)"
pietersbrugge@mowi.com,MOWI BELGIUM NV (voorheen Marine Harvest Pieters),BE,BRUGGE,,253813.95,shrimp,"Ecuador (Santa Priscila, Omarsa)"
piima.hulgi@mail.ee,OÜ Piima Hulgi,EST, Luunja vald,,185432.24,shrimp,"Ecuador (Santa Priscila, Omarsa)"
pilaud.pepiniere@orange.fr,SAS PEPINIERES PILAUD ,FRA,PEYRINS ,,1080000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
piotr@dosgardenias.pl,"Dos Gardenias S.C. Aleksandra Orłowska-Jabłońska, Piotr Jabłoński",POL,Michałowice,,872620.2,shrimp,"Ecuador (Santa Priscila, Omarsa)"
piotr.ratajczak@zuern.de,Zürn Harvesting GmbH & Co. KG,DEU,BERLIN,,1145000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
plamarche@grupserhs.com,SERHS DISTRIBUCIO I LOGISTICA S.L.,ESP,PINEDA DE MAR ,,323750.86,shrimp,"Ecuador (Santa Priscila, Omarsa)"
pointas@pointas.com.pl,Point Sp. z o.o.,POL,Warszawa,,1017210,shrimp,"Ecuador (Santa Priscila, Omarsa)"
polakmn@interia.pl,Firma Handlowo - Usługowa Marpol Marcin Polak,POL,Dziekanowice,,2524417.47,shrimp,"Ecuador (Santa Priscila, Omarsa)"
post@domstein.no,Domstein Sjmat AS,NO,Maly,,60000000.0,shrimp,"Ecuador (Santa Priscila, Omarsa)"
post@karlsfiskogskalldyr.no,KARLS FISK & SKALLDYR AS,NOR,Krokelvdalen,,8700000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
post@mestergronn.no,Mester Grnn AS,NO,LIERSKOGEN,http://www.mestergronn.no/,3000000.0,shrimp,"Ecuador (Santa Priscila, Omarsa)"
poznan@bgk.pl,Bank Gospodarstwa Krajowego,POL,Warszawa,www.bgk.pl,1545224.18,shrimp,"Ecuador (Santa Priscila, Omarsa)"
ppenchev@b-trust.org,НОВО ГРУП,BGR,Велико Търново,,4231252.50,shrimp,"Ecuador (Santa Priscila, Omarsa)"
premia@premia.ee,Premia Tallinna Külmhoone AS,EST, Tallinn,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
presupuestos@playasdelatlantico.es,"UTE Fuente Amarga (Sebastian Cabeza Velázquez y Limpieza Playas del Atlántico, S.L.)",ESP, Andalucía ,,269040.04,shrimp,"Ecuador (Santa Priscila, Omarsa)"
prezes@osm-bochnia.com.pl,Okręgowa Spółdzielnia Mleczarska,POL,Bochnia,,2524417.47,shrimp,"Ecuador (Santa Priscila, Omarsa)"
prima@lodykoral.pl,PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE „PRIMA” BĄK  SPÓŁKA JAWNA,POL,Mielec,,939240,shrimp,"Ecuador (Santa Priscila, Omarsa)"
prodaja@emma.si,EMMA podjetje za trgovino in proizvodnjo d.o.o.,SVN,Lesce,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
proplants@abv.bg,ПРО ПЛАНТС ЕООД,BGR,гр. София,,500000.00,shrimp,"Ecuador (Santa Priscila, Omarsa)"
przetargi@blending.pl,"Blending Sp. zoo, ",POL,Zduny,www.blending.pl,528958,shrimp,"Ecuador (Santa Priscila, Omarsa)"
przetargi@farmacol.com.pl,FARMACOL-LOGISTYKA SP. Z O.O.,POL,Katowice,,1841385.55,shrimp,"Ecuador (Santa Priscila, Omarsa)"
przetargi@inwemer.pl,INWEMER Serwis sp. z o. o.,POL,Łódź,,5078572.32,shrimp,"Ecuador (Santa Priscila, Omarsa)"
przetargi@jantar.slupsk.pl,"""JANTAR 2"" Sp. z o.o.",POL,Słupsk,,5078572.32,shrimp,"Ecuador (Santa Priscila, Omarsa)"
przetargi.polska@fresenius-kabi.com,Fresenius Kabi Polska Sp. z o.o.,POL,Warszawa,,1841385.55,shrimp,"Ecuador (Santa Priscila, Omarsa)"
przetargi@salusint.com.pl,SALUS INTERNATIONAL Sp. z o.o.,POL,Katowice,,1841385.55,shrimp,"Ecuador (Santa Priscila, Omarsa)"
przetargi@urtica.pl,Urtica Sp. z o.o. ,POL,Wrocław,,1841385.55,shrimp,"Ecuador (Santa Priscila, Omarsa)"
przetargi@widan.eu,"Widan sp. z o.o., Sp. k.",PL,Przemysl,,1549930.82,shrimp,"Ecuador (Santa Priscila, Omarsa)"
przetargi@zarys.pl,ZARYS International Group sp. z o. o. sp. k.,POL,Zabrze,,2071168.9,shrimp,"Ecuador (Santa Priscila, Omarsa)"
psiekierko@op.pl,Hurt Detal Artykuły Spożywczo-Rolne Anna Siekierko,POL,Wysokie Mazowieckie,,5619502.36,shrimp,"Ecuador (Santa Priscila, Omarsa)"
r101276@hotmail.com,SØRSLETT GARTNERI AS,NOR,Ballangen,,2500000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
raholt@floriss.no,Florine Blomster AS,NOR,2070,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
Rasmus@dpv.se,Djungelpatrullens Växtservice AB,SWE,Oxie,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
reimo.karus@hotmail.com,Horse Care OÜ,EST, Rae vald,,532199.45,shrimp,"Ecuador (Santa Priscila, Omarsa)"
rene.lauri@havir.ee,OÜ NUHJA NIIDUK,EST, Rae vald,,532199.45,shrimp,"Ecuador (Santa Priscila, Omarsa)"
rgrindstad@hotmail.com,Tre konsepter AS,NOR,Nannestad,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
rh@synfolia.fr,PEPINIERES DU PLATEAU DE VERSAILLES,FRA,Crespieres,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
ricarda.schmitz@baumbonheur.com,Baum & Bonheur  Die Lappen Baumschule GmbH,DEU,Nettetal,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
rigams_k@yahoo.com,STRUNGARIU & CO RIGAMS LM,ROU,Iasi,https://www.e-licitatie.ro,1037473.09,shrimp,"Ecuador (Santa Priscila, Omarsa)"
riigihanked@sanitex.eu,Sanitex OÜ,EST, Rae vald,,532199.45,shrimp,"Ecuador (Santa Priscila, Omarsa)"
riitkarjula@gmail.com,Taito-Maaria Oy Kukka-Maaria,FI,Oulu,,215000.0,shrimp,"Ecuador (Santa Priscila, Omarsa)"
rivieraflore@hotmail.fr,SARL RIVIERAFLOR,FRA,Roanne,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
R.MYGA@ETQA.PL,ETQA SP Z O.O.,POL,CZĘSTOCHOWA,,81117.55,shrimp,"Ecuador (Santa Priscila, Omarsa)"
rogeau.serres@orange.fr,SAS ROGEAU SERRES,FRA,Houdain,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
roltop@roltop.pl,Roltop Sp. z o.o.,POL,Cedry Małe Ul. Wiślana 4,,64900,shrimp,"Ecuador (Santa Priscila, Omarsa)"
roman.adamicka@unicornsk.sk,"UNICORN DECORATION, s. r. o.",SVK,Nové Zámky,,121092,shrimp,"Ecuador (Santa Priscila, Omarsa)"
rosita.bomgren@blomsterlandet.se,Blomsterlandet i Sverige AB,SWE,Mölnycke,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
rosita.bomgren@mastergron.se,Master Gron ek. for.,SE,Helsingborg,,2000000.0,shrimp,"Ecuador (Santa Priscila, Omarsa)"
rosita.bomgren@sinvest.se,Blomsterlandet i Sverige AB,SWE,Mölnycke,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
Rosita.bomgren@sinvest.se,Blomsterlandet i Sverige AB,SWE,MÖLNLYCKE,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
rouy@rouy.net,ROUY,FRA,Saint Etienne Du Gres,,380000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
r.thomssen@bruns.de,Bruns Pflanzen,DEU,Bad Zwischenahn,,45000000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
rudiviljad@mail.ru,OSAÜHING RUDI VILJAD,EST,Narva linn,,185432.24,shrimp,"Ecuador (Santa Priscila, Omarsa)"
rudy.gagnaire@kmoreau.fr,CARRIERES KLEBER MOREAU,FRA,MAZIERES EN GATINE,,675600,shrimp,"Ecuador (Santa Priscila, Omarsa)"
rybka.poznan@gmail.com,Hurtownia Rybka Sp. z o. o. Sp. k. ,POL,Kalisz,,769129.1,shrimp,"Ecuador (Santa Priscila, Omarsa)"
saialill@saialill.eu,Pööripäev OÜ,EST, Tartu linn,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
sales@topgeschenken.nl,Topgeschenken Nederland BV,NLD,Nieuw Vennep,http://www.topgeschenken.nl,1255000.0,shrimp,"Ecuador (Santa Priscila, Omarsa)"
samuel.riviere@hortibel.com,HORTIBEL NEGOCE,FRA,Saint-Pierre,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
sara.sjulin1@hotmail.se,Sara&erika AB,SE,Soderhamn,,4800000.0,shrimp,"Ecuador (Santa Priscila, Omarsa)"
sari.kuosmanen@kukkakauppakanerva.fi,Kukkakauppa Kanerva Ky,FIN,Oulu,,320000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
sarl.dehais@orange.fr,SARL DEHAIS,FRA,Lillebonne,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
sascedph@gmail.com,CEDPH,FRA,Canly,,492800,shrimp,"Ecuador (Santa Priscila, Omarsa)"
savoie-environnement@wanadoo.fr,SAVOIE ENVIRONNEMENT,FRA,Albertville,,320000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
scandagra@scandagra.ee,Scandagra Eesti Aktsiaselts,EST,Viljandi linn,,532199.45,shrimp,"Ecuador (Santa Priscila, Omarsa)"
schuster@blumen-schuster.at,Blumen Peter Schuster GmbH,AUT,Wien,,700000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
sebastian.hering-zagrocki@tzmo-global.com,TORUŃSKIE ZAKŁADY MATERIAŁOW OPATRUNKOWYCH S.A.,POL,Toruń,,2071168.9,shrimp,"Ecuador (Santa Priscila, Omarsa)"
secretariatcommercial@osaris.apsh30.org,ESAT OSARIS APSH30 ACCOMPAGNEMENT DES PERSONNES EN SITUATION DE HANDICAP DU GARD,FRA,Nimes,,105000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
seljevol@online.no,TOVES TRADISJONSMAT AS,NOR,VIKRAN,,2500000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
service.commercial@synfolia.fr,PEPINIERES DU PLATEAU DE VERSAILLES,FRA,CRESPIERES,,600000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
sialauraflora@gmail.com,"Sabiedrība ar ierobežotu atbildību ""LauraFlora""",LVA,Jelgava,,40000.00,shrimp,"Ecuador (Santa Priscila, Omarsa)"
sirle@mvwool.eu,Aktsiaselts M.V.Wool,EE,Laane-Harju vald,,345324.0,shrimp,"Ecuador (Santa Priscila, Omarsa)"
smazure.perret@groupeperret.fr,ETS PERRET,FRA,Tresques,,380000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
somair.mauguio@hydralians.com,SOMAIR-GERVAT HYDRALIANS,FRA,MAUGUIO,https://magasin.hydralians.fr,506000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
sophie.beauge@armonia.fr,armonia,FR,Mareil-le-Guyon,https://www.paysagiste-interieur.fr/,133944.0,shrimp,"Ecuador (Santa Priscila, Omarsa)"
sorslettgartneri@hotmail.com,SØRSLETT GARTNERI AS,NOR,Ballangen,,2500000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
sparte-es@outlook.fr,SPARTE EQUIPEMENTS ET SERVICES,FRA,Saint-Pierre-Du-Bu,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
sprem-amarena@vz.t-com.hr,Sprem-amarena d.o.o.,HR,Ivanec,,2576388.0,shrimp,"Ecuador (Santa Priscila, Omarsa)"
stephanie.golunski@caahmro.fr,CAAHMRO GROUPE,FRA,SAINT CYR EN VA,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
suzanne.berlin@ambius.com,Ambius AB,SWE,Spånga,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
sveca.peter@siol.net,SVEČA podjetje za proizvodno in trgovsko dejavnost d.o.o.,SVN,Videm pri Ptuju,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
svecarstvo.jurkovic@siol.net,SVEČARSTVO JURKOVIČ d.o.o.,SVN,Ljubljana - Črnuče,https://www.svecarstvo-jurkovic.si,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
sylvainsourisse@atech-sas.com,Atech,FRA,Mazières en Mauges,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
taarnplass@blomsterdekor.no,BLOMSTERDEKOR BERGEN AS,NO,BERGEN,,18100000.0,shrimp,"Ecuador (Santa Priscila, Omarsa)"
tab.jardins@orange.fr,SARL T.A.B JARDINS,FRA,ETAMPES,,600000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
taimitukku@taimitukku.fi,Satakunnan Taimitukku Oy,FIN,Lavia,,420000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
ta@interflora.no,Interflora Norge AL,NOR,BILLINGSTAD,,3000000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
talupood@gmail.com,OÜ Talutoit,EST, Põlva vald,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
t.bunte@ebben.nl,Boomkwerkerij Ebben B. V.,NL,Nettetal,,260255.1,shrimp,"Ecuador (Santa Priscila, Omarsa)"
tecnico2@acernat.es,Acer Poryectos y Obras SL,ESP,MALAGA,,316199,shrimp,"Ecuador (Santa Priscila, Omarsa)"
tellimus@reaton.ee,REATON FOOD OÜ,EST, Tallinn,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
tennomahefarm@gmail.com,Tenno Mahefarm OÜ,EST, Tartu linn,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
tenor.tangen@gmail.com,Årnes Blomster AS,NOR,Årnes,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
termeles@tahi.hu,Tahi Faiskola és Dísznövénytermesztő - Értékesítő Korlátolt Felelősségű Társaság,HUN,Tahitótfalu,https://www.tahi.hu,700387370.00,shrimp,"Ecuador (Santa Priscila, Omarsa)"
tgonzalez@sumaza.com,"AZANOVA, S.A",ESP,BARCELONA,,323750.86,shrimp,"Ecuador (Santa Priscila, Omarsa)"
th.ruettiger@web.de,Thomas Rüttiger Samen und Pflanzen,DEU,Kleinwallstadt,,0.01,shrimp,"Ecuador (Santa Priscila, Omarsa)"
tiia@taimitaikurit.fi,Taimitaikurit Oy,FIN,Kokkola,,420000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
tola@tola.biz.pl,Zakład Handlowo-Produkcyjny TOLA Urszula Derner,POL,Pawonków,,81117.55,shrimp,"Ecuador (Santa Priscila, Omarsa)"
tommy@steningekompaniet.se,Steningekompaniet AB,SWE,Märsta,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
toomas.soopere@luxveg.ee,Luxveg OÜ,EST, Tartu linn,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
total.l.c@abv.bg,ТОТАЛ ЕЛ СИ ЕООД,BGR,с. Панчарево,,430000.00,shrimp,"Ecuador (Santa Priscila, Omarsa)"
tsuman83@gmail.com,Obrt Valis flora,HRV,Novi Mihaljevci,,19088.2,shrimp,"Ecuador (Santa Priscila, Omarsa)"
turc.bulbes@ernest-turc.fr,ERNEST TURC SAS,FRA,ANGERS,,744000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
